"CALLERTYPE","CITY","DATECANCELLED","DATEINVTDONE","DATETIMECLOSED","DATETIMEINIT","DESCRIPTION","EXPLANATION","GROUP","NEIGHBORHOOD","PLAIN_ENGLISH_NAME_FOR_PROBLEMCODE","PRJCOMPLETEDATE","PROBADDRESS","PROBADDTYPE","PROBLEMCODE","PROBZIP","REQUESTID","SRX","SRY","STATUS","SUBMITTO","WARD"
"","St. Louis","","2009-05-18 00:00:00.0","2009-05-27 14:37:40.0","2009-05-14 11:56:14.0","Rats (Exterior)","","Animals","41","Rats seen - exterior of property","2009-05-21 00:00:00.0","5746 WEST PARK AVE","B","Rats (Exterior)","63110","41107","882125.00000000","1016714.00000000","CLOSED","VECTOR CNTRL,","24"
"","","","2009-05-15 00:00:00.0","2010-06-14 10:54:41.0","2009-05-15 08:19:25.0","Derelict Vehicle - Private Property","","Vehicles","15","Derelict vehicle on private property","2009-06-16 00:00:00.0","3812 GRAVOIS","B","Derelict-Privt Ppty","","41297","891715.00000000","1004249.00000000","CLOSED","NST,","15"
"","St. Louis","","2009-09-02 00:00:00.0","2009-09-02 07:25:52.0","2009-05-18 09:48:32.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","14","Inspect city tree","2009-06-08 00:00:00.0","5353 LINDENWOOD AVE","B","Inspect City Tree","63109","41850","882249.00000000","1004971.00000000","CLOSED","FORESTRY,","23"
"WEB","","","2009-05-20 00:00:00.0","2009-05-20 09:38:28.0","2009-05-18 15:20:49.0","Sign needs attention","Select this option for non-critical signs (street cleaning, no parking, etc.)","Street Sign/Painting","35","Traffic sign needs repair","2009-06-30 00:00:00.0","N 7TH ST & OLIVE ST","A","Sign needs attention","","42181","908394.57700000","1017767.55800000","CLOSED","TRAFFIC DIVISION, 511","07"
"WEB","","","2009-06-06 00:00:00.0","2009-06-06 08:25:34.0","2009-05-18 16:37:05.0","Debris-Occupied Bldg","","Trash/Debris","15","Debris on an occupied property","2009-06-08 00:00:00.0","3401 GILES","B","Debris-Occupied Bldg","","42254","892739.00000000","1006017.00000000","CLOSED","FORESTRY,","15"
"","","","2009-05-20 00:00:00.0","2009-05-21 16:22:13.0","2009-05-19 08:34:17.0","Debris-alley/street","","Trash/Debris","47","Debris dumped in the street or alley","2009-05-29 00:00:00.0","5375 PERSHING","B","Debris-alley/street","","42305","884589.00000000","1024846.00000000","CLOSED","REFUSE,","28"
"","","","2009-05-20 00:00:00.0","2009-05-21 16:22:13.0","2009-05-19 08:34:17.0","Debris-alley/street","","Trash/Debris","47","Debris dumped in the street or alley","2009-05-29 00:00:00.0","5375 PERSHING","B","Debris-alley/street","","42305","884589.00000000","1024846.00000000","CLOSED","REFUSE,","28"
"","","","2009-05-20 00:00:00.0","2009-05-21 16:22:13.0","2009-05-19 08:34:17.0","Debris-alley/street","","Trash/Debris","47","Debris dumped in the street or alley","2009-05-29 00:00:00.0","5375 PERSHING","B","Debris-alley/street","","42305","884589.00000000","1024846.00000000","CLOSED","REFUSE,","28"
"","","2009-05-19 15:41:12.0","","","2009-05-19 15:39:31.0","Derelict Vehicle - Private Property","","Vehicles","16","Derelict vehicle on private property","2009-06-18 00:00:00.0","4742 S GRAND","B","Derelict-Privt Ppty","","42717","891699.00000000","997679.00000000","CANCEL","NST,","25"
"","St. Louis","","2009-09-02 00:00:00.0","2009-09-02 07:26:58.0","2009-05-20 15:39:56.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","12","Inspect city tree","2009-06-10 00:00:00.0","5539 DAGGETT AVE","B","Inspect City Tree","63110","43194","882900.00000000","1013934.00000000","CLOSED","FORESTRY,","10"
"","","","2009-06-11 00:00:00.0","2009-06-11 15:59:55.0","2009-05-20 16:58:28.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","22","Inspect city tree","2009-06-10 00:00:00.0","2427 MCNAIR","B","Inspect City Tree","","43239","900630.00000000","1009420.00000000","CLOSED","FORESTRY,","07"
"","St. Louis","","2009-05-21 00:00:00.0","2009-05-21 07:30:19.0","2009-05-21 07:29:39.0","NOTIFY ACC BY PHONE","","Animals","42","Bats reported in living area","2009-05-29 00:00:00.0","1019-21 ART HILL PL","B","Bats","63139","43247","879145.00000000","1018611.00000000","CLOSED","ANIMAL CARE,","24"
"","","","2009-06-09 00:00:00.0","2009-06-09 13:39:49.0","2009-05-21 09:03:52.0","Weeds-Occupied Ppty","","Weeds/Grass","25","Inspect occupied property for high grass/weeds","2009-06-11 00:00:00.0","3306 WYOMING","B","Weeds-Occupied Ppty","","43319","895194.00000000","1006773.00000000","CLOSED","FORESTRY,","09"
"","","","2009-09-02 00:00:00.0","2009-09-02 07:27:01.0","2009-05-21 10:16:56.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","09","Inspect city tree","2009-06-11 00:00:00.0","7022 THOLOZAN","B","Inspect City Tree","","43404","873738.00000000","1006439.00000000","CLOSED","FORESTRY,","23"
"","","","2009-09-02 00:00:00.0","2009-09-02 07:27:12.0","2009-05-21 14:22:01.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","08","Inspect city tree","2009-06-11 00:00:00.0","6667 DEVONSHIRE","B","Inspect City Tree","","43564","875211.00000000","1003348.00000000","CLOSED","FORESTRY,","16"
"","","","2009-06-01 00:00:00.0","2009-06-01 11:44:27.0","2009-05-22 09:32:18.0","Weeds-Vacant Lot","Seasonal Only. Service is available from March 1 through September 30.","Weeds/Grass","69","High weeds/grass on vacant lot","2009-06-12 00:00:00.0","4519 PENROSE","B","Weeds-Vacant Lot","","43708","895441.00000000","1035661.00000000","CLOSED","FORESTRY,","21"
"","","","2009-05-28 00:00:00.0","2009-05-28 15:16:04.0","2009-05-22 11:17:09.0","Debris-Vacant Bldg","","Trash/Debris","65","Debris around a vacant building","2009-06-12 00:00:00.0","1108-10 MALLINKRODT","B","Debris-Vacant Bldg","","43789","906539.00000000","1029520.00000000","CLOSED","FORESTRY,","03"
"","","","2009-06-23 00:00:00.0","2009-06-26 12:40:24.0","2009-05-22 12:59:42.0","License Collector","","Miscellaneous","02","","2009-06-12 00:00:00.0","7900 ALABAMA","B","Misc-License Coll","","43897","887066.00000000","988683.00000000","CLOSED","LICENSE COLL,","11"
"","","","2009-05-27 00:00:00.0","2009-05-27 12:36:02.0","2009-05-27 12:35:23.0","IF >5, NOTIFY ACC BY PHONE","test3","Animals","04","Stray animal in the area.","2009-06-05 00:00:00.0","4759 HAMBURG","B","Stray Animal","","45093","879250.00000000","993032.00000000","CLOSED","ANIMAL CARE,","12"
"","","","2019-02-06 16:32:59.29","2019-02-06 16:32:59.29","2009-05-27 14:31:36.0","Missed Cut - V Lot","","Weeds/Grass","31","Vacant lot missed on ward cutting rotation","2009-06-16 00:00:00.0","2617 ST VINCENT ","B","Missed Cut - V Lot","","45192","899855.00000000","1013914.00000000","CLOSED","FORESTRY,","06"
"WEB","","","2009-10-23 00:00:00.0","2009-10-23 17:04:44.0","2009-05-28 08:44:47.0","Citizens' Service Bureau","","Weeds/Grass","30","","2010-11-09 00:00:00.0","3317 VIRGINIA","B","VBS Inquiry","","45423","895065.00000000","1006002.00000000","CLOSED","CSB,","20"
"","","","2009-07-13 00:00:00.0","2010-12-14 08:41:03.0","2009-05-28 09:06:09.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","74","Inspect city tree","2009-06-17 00:00:00.0","1108 RIVERVIEW","B","Inspect City Tree","","45453","895450.00000000","1052008.00000000","CLOSED","FORESTRY,","02"
"","","","2009-06-29 00:00:00.0","2009-06-29 16:57:01.0","2009-05-28 14:32:04.0","Derelict Vehicle - Private Property","","Vehicles","07","Derelict vehicle on private property","2009-06-26 00:00:00.0","5438 CHIPPEWA","B","Derelict-Privt Ppty","","45760","881698.00000000","1004527.00000000","CLOSED","NST,","16"
"","","","2022-02-24 14:58:43.15","2022-02-24 14:58:43.15","2009-05-29 08:04:53.0","IF >5, NOTIFY ACC BY PHONE","test3","Animals","36","Stray animal in the area.","2009-06-09 00:00:00.0","1200 MARKET ST","B","Stray Animal","63103","45951","906044.00000000","1017102.00000000","CLOSED","ANIMAL CARE,","07"
"WEB","","","2009-06-09 00:00:00.0","2009-06-09 14:17:42.0","2009-05-29 08:20:38.0","Illegal Use, Open Storage","Any zoning code violations, including derelict vehicles, appliances, etc. on private property","Prpty Insp Exterior","02","Inspect for violation of zoning code (including open storage)","2009-06-18 00:00:00.0","214 E DAVIS","B","Illegl Use-Opn Storg","","45968","888406.00000000","986266.00000000","CLOSED","BUILDING DIV,","11"
"","St. Louis","","2009-06-16 00:00:00.0","2009-06-16 13:47:11.0","2009-05-29 09:12:21.0","Property Maintenance Code - Exterior","","Prpty Insp Comml","02","Inspect for exterior building code violations","2009-06-18 00:00:00.0","7507 PENNSYLVANIA AVE","B","Ppty Maint Code-Ext","63111","46049","889257.00000000","988755.00000000","CLOSED","BUILDING DIV,","11"
"","","","2009-08-07 00:00:00.0","2019-05-01 16:03:02.137","2009-06-01 11:40:39.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","59","Inspect city tree","2009-06-19 00:00:00.0","3718 N MARKET","B","Inspect City Tree","","46844","898339.00000000","1026408.00000000","CLOSED","FORESTRY,","05"
"","","","2009-10-23 00:00:00.0","2009-10-23 17:05:07.0","2009-06-01 12:55:06.0","Citizens' Service Bureau","","Weeds/Grass","15","","2010-11-12 00:00:00.0","4329 HARTFORD","B","VBS Inquiry","","46920","888124.00000000","1008848.00000000","CLOSED","CSB,","10"
"","","","2009-06-08 00:00:00.0","2009-06-08 09:07:35.0","2009-06-02 09:45:30.0","Missed Cut - VBldg","","Weeds/Grass","74","Vacant building missed on ward cutting rotation","2009-06-22 00:00:00.0","906 ELIAS","B","Missed Cut - VBldg","","47293","896629.00000000","1051537.00000000","CLOSED","FORESTRY,","02"
"","","","2009-06-04 00:00:00.0","2009-06-11 09:12:31.0","2009-06-03 08:08:06.0","Name/Address Required","Only available from late Spring through early Fall.","Animals","27","Request for mosquito spraying","2009-06-12 00:00:00.0","4174 BOTANICAL","B","Mosquito Spraying","","47701","890413.00000000","1010947.00000000","CLOSED","VECTOR CNTRL,","08"
"","St. Louis","","2009-06-22 00:00:00.0","2010-08-30 08:41:30.0","2009-06-03 12:30:16.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","27","Inspect city tree","2009-06-23 00:00:00.0","4107 RUSSELL AVE","B","Inspect City Tree","63110","47970","891277.00000000","1012775.00000000","CLOSED","FORESTRY,","08"
"","","","2009-07-01 00:00:00.0","2010-08-30 08:41:45.0","2009-06-03 14:14:53.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","69","Inspect city tree","2009-06-23 00:00:00.0","4645 BESSIE","B","Inspect City Tree","","48033","894800.00000000","1036217.00000000","CLOSED","FORESTRY,","21"
"","","","2009-06-09 00:00:00.0","2009-06-09 11:40:29.0","2009-06-03 16:15:45.0","Weeds-Vacant Lot","Seasonal Only. Service is available from March 1 through September 30.","Weeds/Grass","58","High weeds/grass on vacant lot","2009-06-23 00:00:00.0","4337 WEST BELLE","B","Weeds-Vacant Lot","","48132","892346.00000000","1025857.00000000","CLOSED","FORESTRY,","18"
"","","","2010-04-07 00:00:00.0","2010-04-07 15:40:39.0","2009-06-03 16:20:01.0","Log of follow up tree calls","","Trees","06","","2010-11-16 00:00:00.0","5612 FINKMAN","B","Tree Inquiry","","48136","880019.00000000","998829.00000000","CLOSED","CSB,","16"
"","","","2009-06-05 00:00:00.0","2009-06-05 08:47:23.0","2009-06-03 16:20:04.0","Weeds-Vacant Lot","Seasonal Only. Service is available from March 1 through September 30.","Weeds/Grass","51","High weeds/grass on vacant lot","2009-06-23 00:00:00.0","910 ACADEMY AVE","B","Weeds-Vacant Lot","63108","48137","886881.05800000","1027291.15100000","CLOSED","FORESTRY,","18"
"","","","2009-06-05 00:00:00.0","2009-06-05 08:49:12.0","2009-06-03 16:39:07.0","Weeds-Vacant Lot","Seasonal Only. Service is available from March 1 through September 30.","Weeds/Grass","51","High weeds/grass on vacant lot","2009-06-23 00:00:00.0","5149 KENSINGTON AVE","B","Weeds-Vacant Lot","63108","48161","886305.86700000","1027315.49000000","CLOSED","FORESTRY,","18"
"","","","2009-06-08 00:00:00.0","2009-06-08 14:44:06.0","2009-06-04 08:49:49.0","Debris-Occupied Bldg","","Trash/Debris","38","Debris on an occupied property","2009-06-24 00:00:00.0","5164 WASHINGTON","B","Debris-Occupied Bldg","","48222","885995.00000000","1025887.00000000","CLOSED","FORESTRY,","28"
"","","","2009-10-23 00:00:00.0","2009-10-23 16:55:27.0","2009-06-04 09:12:13.0","Citizens' Service Bureau","","Weeds/Grass","56","","2010-11-17 00:00:00.0","3025 ROLLA PL","B","VBS Inquiry","","48259","896339.00000000","1030391.00000000","CLOSED","CSB,","04"
"","","","2019-02-06 16:37:11.49","2019-02-06 16:37:11.49","2009-06-04 13:41:38.0","Between Chouteau & Lafayette","","Weeds/Grass","33","","2009-06-08 00:00:00.0","14TH & CHOUTEAU","A","14th - Tucker Median","","48455","904625.00000000","1014484.00000000","CLOSED","CSB,","06"
"","","","2009-06-15 00:00:00.0","2009-06-15 15:59:25.0","2009-06-04 15:21:12.0","Caller Contact Info Required","","Prpty Insp Interior","19","","2009-06-24 00:00:00.0","3643 PENNSYLVANIA","B","Overcrowding","","48516","896017.00000000","1003601.00000000","CLOSED","BUILDING DIV,","20"
"","","","2009-09-02 00:00:00.0","2009-09-02 07:30:28.0","2009-06-04 16:35:58.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","09","Inspect city tree","2009-06-24 00:00:00.0","6957 LINDENWOOD PL","B","Inspect City Tree","","48567","874197.00000000","1005858.00000000","CLOSED","FORESTRY,","23"
"","St. Louis","","2009-07-15 00:00:00.0","2013-05-06 09:01:21.687","2009-06-05 09:49:25.0","Inspect Private Tree","Trees on private property are the property owner's responsibility to maintain. However, Forestry can inspect potentially hazardous trees. ","Trees","67","Inspect private tree - possibly hazardous","2009-06-25 00:00:00.0","3208 BARRETT ST","B","Inspect Private Tree","63107","48692","901880.00000000","1029883.00000000","CLOSED","FORESTRY,","03"
"","","","2009-06-19 00:00:00.0","2009-06-19 14:10:20.0","2009-06-05 11:05:23.0","Vacant Building, Unsecured","","Prpty Insp Exterior","55","Vacant building needs to be boarded up","2009-06-25 00:00:00.0","4747 NORTHLAND AV","B","Vacnt Bldg Unsecured","","48770","891365.00000000","1031734.00000000","CLOSED","BUILDING DIV,","04"
"","St. Louis","","2009-06-22 00:00:00.0","2009-06-22 13:14:43.0","2009-06-05 11:41:11.0","Debris-Occupied Bldg","","Trash/Debris","31","Debris on an occupied property","2009-06-25 00:00:00.0","2810 PARK AVE","B","Debris-Occupied Bldg","63104","48810","898658.00000000","1014246.00000000","CLOSED","FORESTRY,","06"
"","","","2009-06-10 00:00:00.0","2009-06-10 10:13:34.0","2009-06-05 11:50:03.0","Weeds-Vacant Bldg","Seasonal Only. Service is available from March 1 through September 30.","Weeds/Grass","05","High weeds/grass around vacant building","2009-06-25 00:00:00.0","4405 GANNETT","B","Weeds-Vacant Bldg","","48817","886201.00000000","1001941.00000000","CLOSED","FORESTRY,","14"
"","","","2009-09-02 00:00:00.0","2009-09-02 07:30:40.0","2009-06-05 12:56:13.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","24","Inspect city tree","2009-06-25 00:00:00.0","2857 RUSSELL","B","Inspect City Tree","","48878","897819.00000000","1011889.00000000","CLOSED","FORESTRY,","06"
"","","","2009-06-23 00:00:00.0","2009-06-23 14:05:44.0","2009-06-08 08:32:01.0","Illegal Use, Open Storage","Any zoning code violations, including derelict vehicles, appliances, etc. on private property","Prpty Insp Exterior","11","Inspect for violation of zoning code (including open storage)","2009-06-26 00:00:00.0","6607 SOUTHWEST","B","Illegl Use-Opn Storg","","49149","877310.00000000","1012061.00000000","CLOSED","BUILDING DIV,","24"
