"CALLERTYPE","CITY","DATECANCELLED","DATEINVTDONE","DATETIMECLOSED","DATETIMEINIT","DESCRIPTION","EXPLANATION","GROUP","NEIGHBORHOOD","PLAIN_ENGLISH_NAME_FOR_PROBLEMCODE","PRJCOMPLETEDATE","PROBADDRESS","PROBADDTYPE","PROBLEMCODE","PROBZIP","REQUESTID","SRX","SRY","STATUS","SUBMITTO","WARD"
"","St. Louis","","2012-10-29 12:30:25.0","2012-10-29 12:30:25.0","2012-05-24 21:23:04.0","VACANT BLDG INITIV","","NSO Initiatives","79","","2012-07-09 00:00:00.0","5726 N BROADWAY","B","VACANT BLDG INITIV","","389042","904352.00000000","1035064.00000000","CLOSED","PPU CITY COUNSELOR,","02"
"","St. Louis","","2012-05-24 22:59:56.0","2013-05-06 11:52:12.0","2012-05-24 22:56:34.0","Derelict Vehicle - Private Property","","Vehicles","74","Derelict vehicle on private property","2012-06-25 00:00:00.0","1008 BITTNER ST","B","Derelict-Privt Ppty","","389047","896610.00000000","1047404.00000000","CLOSED","NST,","02"
"","St. Louis","","2015-12-23 09:32:22.613","2015-12-23 09:32:31.48","2012-05-24 23:12:10.0","VACANT BLDG INITIV","","NSO Initiatives","74","","2012-07-09 00:00:00.0","8026 FREDERICK ST","B","VACANT BLDG INITIV","","389053","896536.00000000","1047196.00000000","CLOSED","PPU CITY COUNSELOR,","02"
"","St. Louis","","2015-12-23 09:33:41.7","2015-12-23 09:33:41.7","2012-05-24 23:19:56.0","VACANT BLDG INITIV","","NSO Initiatives","74","","2012-07-09 00:00:00.0","8020 FREDERICK ST","B","VACANT BLDG INITIV","","389055","896545.00000000","1047107.00000000","CLOSED","PPU CITY COUNSELOR,","02"
"WEB","St. Louis","","2012-05-31 10:44:34.0","2012-05-31 10:44:58.0","2012-05-25 07:18:52.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","51","Inspect city tree","2012-06-15 00:00:00.0","CLARENDON AVE & CABANNE AVE","A","Inspect City Tree","","389064","885916.00000000","1028102.00000000","CLOSED","FORESTRY,","26"
"","","","2012-06-11 12:05:54.0","2012-06-11 12:06:26.0","2012-05-25 10:09:31.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","01","Inspect city tree","2012-06-15 00:00:00.0","5329 MINNESOTA","B","Inspect City Tree","","389138","893683.00000000","994655.00000000","CLOSED","FORESTRY,","11"
"","St. Louis","","2012-05-25 11:12:30.0","2012-05-25 11:12:52.0","2012-05-25 11:12:27.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","01","Inspect city tree","2012-06-15 00:00:00.0","6105 MINNESOTA","B","Inspect City Tree","","389184","892347.00000000","992713.00000000","CLOSED","FORESTRY,","11"
"","St. Louis","","2012-05-25 11:31:26.0","2012-05-25 11:35:31.0","2012-05-25 11:31:21.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","15","Inspect city tree","2012-06-15 00:00:00.0","4127 PARKER","B","Inspect City Tree","","389209","889610.00000000","1006297.00000000","CLOSED","FORESTRY,","15"
"WEB","St. Louis","","2012-05-31 10:57:26.0","2012-05-31 10:57:43.0","2012-05-25 14:05:03.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","22","Inspect city tree","2012-06-15 00:00:00.0","2862 S JEFFERSON AV","B","Inspect City Tree","63118","389316","899262.00000000","1007875.00000000","CLOSED","FORESTRY,","09"
"","St. Louis","","2012-05-25 16:15:00.0","2013-04-22 10:34:43.113","2012-05-25 14:24:00.0","Asbestos","","Air Pollution","49","Asbestos pollution","2012-05-31 00:00:00.0","5449 ENRIGHT AVE","B","Asbestos","","389331","883690.00000000","1027406.00000000","CLOSED","AIR POLLUTION,","26"
"","","","2012-05-25 14:54:55.0","2012-05-25 14:54:55.0","2012-05-25 14:54:43.0","Short Term Initiativ","","NSO Initiatives","06","","2013-02-15 00:00:00.0","5310 QUINCY","B","Short Term Initiativ","","389361","880427.00000000","996865.00000000","CLOSED","NST,","12"
"WEB","St. Louis","","2012-05-31 11:04:26.0","2012-05-31 11:04:46.0","2012-05-26 03:39:57.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","46","Inspect city tree","2012-06-18 00:00:00.0","5769 PERSHING AV","B","Inspect City Tree","63112","389411","880488.00000000","1025254.00000000","CLOSED","FORESTRY,","26"
"","St. Louis","","2012-05-31 07:34:51.0","2012-08-10 08:18:48.0","2012-05-29 08:09:59.0","Weeds-Vacant Bldg","Seasonal Only. Service is available from March 1 through September 30.","Weeds/Grass","01","High weeds/grass around vacant building","2012-06-18 00:00:00.0","752 DOVER PL","B","Weeds-Vacant Bldg","","389498","891086.00000000","994453.00000000","CLOSED","FORESTRY,","11"
"WEB","St. Louis","","2012-06-01 15:36:22.0","2012-06-01 15:36:24.0","2012-05-29 09:55:29.0","Property Maintenance Code - Exterior","","Prpty Insp Comml","21","Inspect for exterior building code violations","2012-06-19 00:00:00.0","1925 S 11TH ST","B","Ppty Maint Code-Ext","63104","389565","903531.00000000","1010591.00000000","CLOSED","BUILDING DIV,","07"
"","","","2012-05-29 15:49:16.0","2013-03-14 10:24:57.0","2012-05-29 09:56:00.0","Debris-Vacant Bldg","","Trash/Debris","52","Debris around a vacant building","2012-06-18 00:00:00.0","5124 WABADA AVE","B","Debris-Vacant Bldg","","389566","888234.00000000","1032273.00000000","CLOSED","FORESTRY,","01"
"WEB","","","2012-05-29 15:49:16.0","2013-03-14 10:24:57.0","2012-05-29 09:56:00.0","Debris-Vacant Bldg","","Trash/Debris","52","Debris around a vacant building","2012-06-18 00:00:00.0","5124 WABADA AVE","B","Debris-Vacant Bldg","","389566","888234.00000000","1032273.00000000","CLOSED","FORESTRY,","01"
"","","","2012-05-29 15:49:16.0","2013-03-14 10:24:57.0","2012-05-29 09:56:00.0","Debris-Vacant Bldg","","Trash/Debris","52","Debris around a vacant building","2012-06-18 00:00:00.0","5124 WABADA AVE","B","Debris-Vacant Bldg","","389566","888234.00000000","1032273.00000000","CLOSED","FORESTRY,","01"
"WEB","St. Louis","","2012-06-13 09:50:23.0","2012-06-13 09:50:45.0","2012-05-29 13:49:31.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","19","Inspect city tree","2012-06-18 00:00:00.0","3701 -3703  IOWA AV","B","Inspect City Tree","63118","389732","897285.00000000","1003141.00000000","CLOSED","FORESTRY,","20"
"","","","2012-05-31 10:58:15.0","2012-05-31 10:59:23.0","2012-05-29 15:02:16.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","22","Inspect city tree","2012-06-18 00:00:00.0","2821 S 18TH AVE","B","Inspect City Tree","","389775","901326.00000000","1007570.00000000","CLOSED","FORESTRY,","09"
"","","","2012-05-31 10:59:32.0","2012-05-31 10:59:52.0","2012-05-29 15:03:27.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","22","Inspect city tree","2012-06-18 00:00:00.0","2825 S 18TH ST","B","Inspect City Tree","","389777","901318.00000000","1007517.00000000","CLOSED","FORESTRY,","09"
"","","","","","2012-05-29 15:48:43.0","Caller Name/# required","","Animals","57","Report stray cat(s)","2012-06-08 00:00:00.0","4228 COTE BRILLIANTE","B","Stray Cat","","389804","894820.00000000","1027639.00000000","Cancel","METRO ANIMAL,","04"
"","St. Louis","","2012-05-31 11:28:11.0","2012-05-31 11:28:33.0","2012-05-29 15:53:00.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","07","Inspect city tree","2012-06-18 00:00:00.0","4219 S. KINGSHIGHWAY","B","Inspect City Tree","","389807","884776.00000000","1004110.00000000","CLOSED","FORESTRY,","14"
"","St. Louis","","2012-05-31 07:33:48.0","2012-06-12 08:24:28.0","2012-05-29 15:57:08.0","Weeds-Occupied Ppty","","Weeds/Grass","07","Inspect occupied property for high grass/weeds","2012-06-25 00:00:00.0","5060 CHIPPEWA","B","Weeds-Occupied Ppty","","389809","883427.00000000","1004285.00000000","CLOSED","FORESTRY,","14"
"","","","2012-06-11 12:36:05.0","2012-06-11 12:36:23.0","2012-05-30 08:14:57.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","14","Inspect city tree","2012-06-19 00:00:00.0","3285 JASPER PARK","B","Inspect City Tree","","389879","881402.00000000","1008009.00000000","CLOSED","FORESTRY,","10"
"","","","","","2012-05-30 08:54:52.0","Caller Name/# required","","Animals","78","Report stray cat(s)","2012-06-08 00:00:00.0","1434 BELT","B","Stray Cat","","389910","884913.00000000","1031595.00000000","Cancel","METRO ANIMAL,","22"
"","St. Louis","","2012-05-30 09:12:17.0","2012-05-30 09:12:43.0","2012-05-30 09:12:15.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","09","Inspect city tree","2012-06-19 00:00:00.0","3140 FRANKE CT","B","Inspect City Tree","","389927","878150.00000000","1009786.00000000","CLOSED","FORESTRY,","23"
"","St. Louis","","2012-06-12 10:26:30.0","2012-06-12 10:27:04.0","2012-05-30 09:17:44.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","14","Inspect city tree","2012-06-19 00:00:00.0","5751 OLEATHA AVE","B","Inspect City Tree","","389942","880148.00000000","1006503.00000000","CLOSED","FORESTRY,","23"
"","","","","","2012-05-30 09:23:06.0","Caller Name/# required","","Animals","69","Report stray cat(s)","2012-06-08 00:00:00.0","4710 SACRAMENTO","B","Stray Cat","","389950","893208.00000000","1034310.00000000","Cancel","METRO ANIMAL,","21"
"","","","2012-05-31 08:31:02.0","2012-05-31 08:31:02.0","2012-05-30 09:25:08.0","Derelict Vehicle - Right of Way","","Vehicles","43","Derelict vehicle in the street","2012-06-19 00:00:00.0","1506 FAIRMOUNT ","B","Derelict-Rt of Way","","389952","877480.00000000","1016312.00000000","CLOSED","NST,","24"
"","","","","","2012-05-30 10:25:47.0","Caller Name/# required","","Animals","50","Report stray cat(s)","2012-06-08 00:00:00.0","3300 WILLIAM PL","B","Stray Cat","","390011","888502.00000000","1035437.00000000","Cancel","METRO ANIMAL,","01"
"","St. Louis","","2012-06-11 12:46:38.0","2012-06-11 12:47:12.0","2012-05-30 11:02:23.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","14","Inspect city tree","2012-06-19 00:00:00.0","3286 JANUARY AVE","B","Inspect City Tree","63139","390031","880653.00000000","1008494.00000000","CLOSED","FORESTRY,","10"
"","","","2012-06-11 12:58:22.0","2012-06-11 12:58:53.0","2012-05-30 11:19:21.0","Inspect Private Tree","Trees on private property are the property owner's responsibility to maintain. However, Forestry can inspect potentially hazardous trees. ","Trees","15","Inspect private tree - possibly hazardous","2012-06-19 00:00:00.0","3917 UTAH ST","B","Inspect Private Tree","","390046","891352.00000000","1006761.00000000","CLOSED","FORESTRY,","15"
"","St. Louis","","","","2012-05-30 14:16:05.0","Caller Name/# required","","Animals","72","Report stray cat(s)","2012-06-08 00:00:00.0","4764 PLOVER AVE","B","Stray Cat","63120","390147","889572.00000000","1041904.00000000","Cancel","METRO ANIMAL,","27"
"","St. Louis","","2012-06-13 09:50:55.0","2012-06-13 09:51:19.0","2012-05-30 14:34:23.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","19","Inspect city tree","2012-06-19 00:00:00.0","3528 TENNESSEE AVE","B","Inspect City Tree","63118","390162","894374.00000000","1004661.00000000","CLOSED","FORESTRY,","20"
"","St. Louis","","2012-06-28 12:53:13.0","2012-06-28 12:53:13.0","2012-05-30 15:01:05.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","78","Inspect city tree","2012-06-19 00:00:00.0","1331 GOODFELLOW BLVD","B","Inspect City Tree","","390176","882205.00000000","1032107.00000000","CLOSED","FORESTRY,","22"
"","St. Louis","","2012-06-11 12:37:06.0","2012-06-11 12:37:25.0","2012-05-30 15:19:19.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","13","Inspect city tree","2012-06-19 00:00:00.0","2701 S KINGSHIGHWAY BLVD","B","Inspect City Tree","","390188","886236.00000000","1010610.00000000","CLOSED","FORESTRY,","08"
"WEB","St. Louis","","2012-06-11 12:37:06.0","2012-06-11 12:37:25.0","2012-05-30 15:19:19.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","13","Inspect city tree","2012-06-19 00:00:00.0","2701 S KINGSHIGHWAY BLVD","B","Inspect City Tree","","390188","886236.00000000","1010610.00000000","CLOSED","FORESTRY,","08"
